Date,Close,High,Low,Open,Volume,headline,Polarity,Subjectivity,Sentiment,VADER_Score,VADER_Sentiment,MACD,MACD_signal,MACD_hist,RSI_14,SMA_13,SMA_49,EMA_13,EMA_49
2019-01-30,1684.1099853515625,1691.22998046875,1681.5699462890625,1689.68994140625,111179200,,0.0,0.0,Neutral,0.0,Neutral,,,,51.458311251552104,1687.9976900540864,,1687.7397350312801,
2019-01-31,1683.530029296875,1695.4000244140625,1683.530029296875,1694.8599853515625,183261900,,0.0,0.0,Neutral,0.0,Neutral,,,,51.04594434987061,1688.0215407151443,,1687.1383484977937,
2019-02-04,1683.6099853515625,1699.6600341796875,1683.6099853515625,1698.969970703125,55504500,,0.0,0.0,Neutral,0.0,Neutral,,,,51.10412003271069,1688.5946138822114,,1686.6342966197608,
2019-02-07,1693.3900146484375,1693.47998046875,1685.6600341796875,1688.0,79976000,,0.0,0.0,Neutral,0.0,Neutral,,,,57.72228781326911,1689.6692270132212,,1687.599399195286,
2019-02-08,1686.52001953125,1690.4300537109375,1683.7099609375,1688.510009765625,112074900,,0.0,0.0,Neutral,0.0,Neutral,,,,52.36094095806579,1690.7030780498799,,1687.4452021004238,
2019-02-11,1688.56005859375,1689.739990234375,1681.6400146484375,1688.699951171875,85843900,,0.0,0.0,Neutral,0.0,Neutral,,,,53.735136061437565,1691.133084810697,,1687.6044673137562,
2019-02-12,1687.4100341796875,1692.219970703125,1683.72998046875,1692.219970703125,109831900,MPower Platinum Credit Card-i - HSBC Amanah,0.0,0.0,Neutral,0.3818,Positive,3.5845019195894565,,,52.81031598687691,1690.7630896935095,,1687.5766911517464,
2019-02-13,1685.300048828125,1688.4599609375,1683.6099853515625,1687.72998046875,101659700,,0.0,0.0,Neutral,0.0,Neutral,3.1223049794875806,,,51.073508620046425,1689.469247671274,,1687.2514565340862,
2019-02-14,1689.06005859375,1689.06005859375,1682.81005859375,1684.489990234375,97867800,,0.0,0.0,Neutral,0.0,Neutral,3.0245468455602804,,,53.97814153839669,1689.540020282452,,1687.5098282568954,
2019-02-15,1688.8299560546875,1693.8499755859375,1687.1199951171875,1692.2900390625,113332100,,0.0,0.0,Neutral,0.0,Neutral,2.895132186568844,,,53.76777031585849,1689.1738656850962,,1687.6984179422943,
2019-02-18,1692.739990234375,1695.6099853515625,1690.18994140625,1693.9200439453125,91243800,,0.0,0.0,Neutral,0.0,Neutral,3.0726575343248896,,,56.84555189589277,1688.5361703725962,,1688.418642555449,
2019-02-19,1706.56005859375,1710.1400146484375,1693.3699951171875,1694.030029296875,155030200,,0.0,0.0,Neutral,0.0,Neutral,4.279183900587213,,,65.57010156525419,1689.2330979567307,,1691.0102734180634,
2019-02-20,1726.1800537109375,1727.25,1711.43994140625,1712.8299560546875,179676200,,0.0,0.0,Neutral,0.0,Neutral,6.740830277798295,,,73.6994490263293,1691.984637920673,,1696.034527745617,
2019-02-21,1730.6800537109375,1730.6800537109375,1719.6700439453125,1722.3699951171875,163806400,,0.0,0.0,Neutral,0.0,Neutral,8.951626382133782,,,75.14877491503617,1695.5669508713943,,1700.9838885978056,
2019-02-22,1721.4200439453125,1732.27001953125,1716.1700439453125,1730.510009765625,130778600,,0.0,0.0,Neutral,0.0,Neutral,9.843028518105939,6.034240073808804,3.808788444297135,66.97038834166298,1698.4815673828125,,1703.9033393617353,
2019-02-25,1724.5799560546875,1724.5799560546875,1717.4100341796875,1722.3399658203125,108306900,,0.0,0.0,Neutral,0.0,Neutral,10.681322000677028,6.963656459182449,3.717665541494579,68.24057234492545,1701.6331035907451,,1706.857141746443,
2019-02-26,1719.0,1726.0,1715.1500244140625,1725.5699462890625,119649500,,0.0,0.0,Neutral,0.0,Neutral,10.771255476953684,7.725176262736696,3.046079214216988,63.59013919469883,1703.6031024639424,,1708.5918357826654,
2019-02-27,1713.449951171875,1717.5899658203125,1709.300048828125,1717.1400146484375,116938100,,0.0,0.0,Neutral,0.0,Neutral,10.276227889719166,8.23538658813319,2.040841301585976,59.26407495891,1705.6746356670674,,1709.2858522668382,
